t,phi1,phi2,p1,p2
3.59200, -0.14016, -0.11006, -3.59271, -2.47562
3.59300, -0.14128, -0.11142, -3.58991, -2.47350
3.59400, -0.14240, -0.11278, -3.58709, -2.47135
3.59500, -0.14351, -0.11414, -3.58425, -2.46917
3.59600, -0.14463, -0.11549, -3.58139, -2.46697
3.59700, -0.14574, -0.11684, -3.57851, -2.46474
3.59800, -0.14686, -0.11819, -3.57561, -2.46248
3.59900, -0.14797, -0.11954, -3.57268, -2.46020
3.60000, -0.14908, -0.12089, -3.56974, -2.45789
3.60100, -0.15019, -0.12223, -3.56677, -2.45555
3.60200, -0.15130, -0.12358, -3.56379, -2.45319
3.60300, -0.15241, -0.12492, -3.56078, -2.45080
3.60400, -0.15352, -0.12626, -3.55775, -2.44838
3.60500, -0.15463, -0.12760, -3.55470, -2.44594
3.60600, -0.15574, -0.12893, -3.55163, -2.44347
3.60700, -0.15685, -0.13027, -3.54854, -2.44098
3.60800, -0.15796, -0.13160, -3.54542, -2.43846
3.60900, -0.15906, -0.13293, -3.54229, -2.43591
3.61000, -0.16017, -0.13426, -3.53913, -2.43333
3.61100, -0.16127, -0.13559, -3.53595, -2.43073
3.61200, -0.16238, -0.13691, -3.53276, -2.42811
3.61300, -0.16348, -0.13824, -3.52954, -2.42545
3.61400, -0.16459, -0.13956, -3.52630, -2.42278
3.61500, -0.16569, -0.14087, -3.52304, -2.42007
3.61600, -0.16679, -0.14219, -3.51976, -2.41734
3.61700, -0.16790, -0.14351, -3.51645, -2.41458
3.61800, -0.16900, -0.14482, -3.51313, -2.41180
3.61900, -0.17010, -0.14613, -3.50979, -2.40899
3.62000, -0.17120, -0.14743, -3.50642, -2.40616
3.62100, -0.17230, -0.14874, -3.50304, -2.40330
3.62200, -0.17340, -0.15004, -3.49963, -2.40041
3.62300, -0.17450, -0.15134, -3.49620, -2.39750
3.62400, -0.17560, -0.15264, -3.49275, -2.39456
3.62500, -0.17669, -0.15393, -3.48928, -2.39160
3.62600, -0.17779, -0.15523, -3.48579, -2.38861
3.62700, -0.17889, -0.15652, -3.48228, -2.38560
3.62800, -0.17999, -0.15781, -3.47875, -2.38256
3.62900, -0.18108, -0.15909, -3.47520, -2.37950
3.63000, -0.18218, -0.16037, -3.47162, -2.37641
3.63100, -0.18327, -0.16165, -3.46803, -2.37330
3.63200, -0.18437, -0.16293, -3.46441, -2.37016
3.63300, -0.18546, -0.16421, -3.46078, -2.36699
3.63400, -0.18655, -0.16548, -3.45712, -2.36380
3.63500, -0.18765, -0.16675, -3.45344, -2.36059
3.63600, -0.18874, -0.16801, -3.44975, -2.35735
3.63700, -0.18983, -0.16928, -3.44603, -2.35409
3.63800, -0.19092, -0.17054, -3.44229, -2.35080
3.63900, -0.19202, -0.17180, -3.43853, -2.34749
3.64000, -0.19311, -0.17305, -3.43475, -2.34415
3.64100, -0.19420, -0.17430, -3.43094, -2.34079
3.64200, -0.19529, -0.17555, -3.42712, -2.33740
3.64300, -0.19638, -0.17680, -3.42328, -2.33399
3.64400, -0.19747, -0.17804, -3.41942, -2.33055
3.64500, -0.19855, -0.17928, -3.41553, -2.32710
3.64600, -0.19964, -0.18052, -3.41163, -2.32361
3.64700, -0.20073, -0.18176, -3.40770, -2.32010
3.64800, -0.20182, -0.18299, -3.40375, -2.31657
3.64900, -0.20290, -0.18421, -3.39979, -2.31302
3.65000, -0.20399, -0.18544, -3.39580, -2.30944
3.65100, -0.20508, -0.18666, -3.39179, -2.30583
3.65200, -0.20616, -0.18788, -3.38776, -2.30221
3.65300, -0.20725, -0.18909, -3.38371, -2.29855
3.65400, -0.20833, -0.19031, -3.37964, -2.29488
3.65500, -0.20942, -0.19152, -3.37555, -2.29118
3.65600, -0.21050, -0.19272, -3.37144, -2.28746
3.65700, -0.21159, -0.19392, -3.36731, -2.28372
3.65800, -0.21267, -0.19512, -3.36316, -2.27995
3.65900, -0.21375, -0.19632, -3.35898, -2.27616
3.66000, -0.21483, -0.19751, -3.35479, -2.27234
3.66100, -0.21592, -0.19870, -3.35058, -2.26850
3.66200, -0.21700, -0.19988, -3.34634, -2.26464
3.66300, -0.21808, -0.20106, -3.34209, -2.26076
3.66400, -0.21916, -0.20224, -3.33781, -2.25685
3.66500, -0.22024, -0.20341, -3.33352, -2.25292
3.66600, -0.22132, -0.20459, -3.32920, -2.24897
3.66700, -0.22240, -0.20575, -3.32486, -2.24499
3.66800, -0.22348, -0.20692, -3.32051, -2.24100
3.66900, -0.22456, -0.20808, -3.31613, -2.23698
3.67000, -0.22564, -0.20923, -3.31173, -2.23293
3.67100, -0.22672, -0.21038, -3.30731, -2.22887
3.67200, -0.22780, -0.21153, -3.30287, -2.22478
3.67300, -0.22888, -0.21268, -3.29841, -2.22067
3.67400, -0.22995, -0.21382, -3.29393, -2.21654
3.67500, -0.23103, -0.21496, -3.28943, -2.21239
3.67600, -0.23211, -0.21609, -3.28491, -2.20822
3.67700, -0.23318, -0.21722, -3.28037, -2.20402
3.67800, -0.23426, -0.21835, -3.27581, -2.19980
3.67900, -0.23534, -0.21947, -3.27122, -2.19556
3.68000, -0.23641, -0.22059, -3.26662, -2.19130
3.68100, -0.23749, -0.22170, -3.26200, -2.18702
3.68200, -0.23856, -0.22281, -3.25736, -2.18271
3.68300, -0.23964, -0.22392, -3.25269, -2.17838
3.68400, -0.24071, -0.22502, -3.24801, -2.17404
3.68500, -0.24178, -0.22612, -3.24330, -2.16967
3.68600, -0.24286, -0.22721, -3.23858, -2.16528
3.68700, -0.24393, -0.22830, -3.23383, -2.16087
3.68800, -0.24500, -0.22939, -3.22907, -2.15644
3.68900, -0.24608, -0.23047, -3.22428, -2.15199
3.69000, -0.24715, -0.23155, -3.21948, -2.14751
3.69100, -0.24822, -0.23262, -3.21465, -2.14302
3.69200, -0.24929, -0.23369, -3.20980, -2.13851
3.69300, -0.25036, -0.23475, -3.20494, -2.13397
3.69400, -0.25143, -0.23582, -3.20005, -2.12942
3.69500, -0.25250, -0.23687, -3.19514, -2.12484
3.69600, -0.25357, -0.23792, -3.19021, -2.12025
3.69700, -0.25464, -0.23897, -3.18527, -2.11563
3.69800, -0.25571, -0.24002, -3.18030, -2.11100
3.69900, -0.25678, -0.24106, -3.17531, -2.10634
3.70000, -0.25785, -0.24209, -3.17030, -2.10167
3.70100, -0.25892, -0.24312, -3.16527, -2.09697
3.70200, -0.25999, -0.24415, -3.16022, -2.09226
3.70300, -0.26106, -0.24517, -3.15515, -2.08753
3.70400, -0.26212, -0.24619, -3.15006, -2.08277
3.70500, -0.26319, -0.24720, -3.14495, -2.07800
3.70600, -0.26426, -0.24821, -3.13982, -2.07321
3.70700, -0.26532, -0.24922, -3.13467, -2.06840
3.70800, -0.26639, -0.25022, -3.12950, -2.06357
3.70900, -0.26745, -0.25121, -3.12431, -2.05872
3.71000, -0.26852, -0.25220, -3.11910, -2.05385
3.71100, -0.26959, -0.25319, -3.11387, -2.04897
3.71200, -0.27065, -0.25417, -3.10862, -2.04406
3.71300, -0.27171, -0.25515, -3.10335, -2.03914
3.71400, -0.27278, -0.25612, -3.09806, -2.03420
3.71500, -0.27384, -0.25709, -3.09275, -2.02923
3.71600, -0.27491, -0.25805, -3.08741, -2.02426
3.71700, -0.27597, -0.25901, -3.08206, -2.01926
3.71800, -0.27703, -0.25997, -3.07669, -2.01424
3.71900, -0.27809, -0.26092, -3.07130, -2.00921
3.72000, -0.27916, -0.26186, -3.06589, -2.00416
3.72100, -0.28022, -0.26280, -3.06046, -1.99909
3.72200, -0.28128, -0.26374, -3.05501, -1.99400
3.72300, -0.28234, -0.26467, -3.04953, -1.98890
3.72400, -0.28340, -0.26559, -3.04404, -1.98378
3.72500, -0.28446, -0.26652, -3.03853, -1.97864
3.72600, -0.28552, -0.26743, -3.03300, -1.97348
3.72700, -0.28658, -0.26834, -3.02745, -1.96831
3.72800, -0.28764, -0.26925, -3.02188, -1.96311
3.72900, -0.28870, -0.27015, -3.01628, -1.95791
3.73000, -0.28975, -0.27105, -3.01067, -1.95268
3.73100, -0.29081, -0.27194, -3.00504, -1.94744
3.73200, -0.29187, -0.27283, -2.99939, -1.94218
3.73300, -0.29293, -0.27371, -2.99372, -1.93690
3.73400, -0.29398, -0.27459, -2.98803, -1.93161
3.73500, -0.29504, -0.27546, -2.98231, -1.92630
3.73600, -0.29609, -0.27633, -2.97658, -1.92098
3.73700, -0.29715, -0.27720, -2.97083, -1.91564
3.73800, -0.29820, -0.27805, -2.96506, -1.91028
3.73900, -0.29926, -0.27891, -2.95927, -1.90491
3.74000, -0.30031, -0.27976, -2.95346, -1.89952
3.74100, -0.30137, -0.28060, -2.94763, -1.89411
3.74200, -0.30242, -0.28144, -2.94178, -1.88869
3.74300, -0.30347, -0.28227, -2.93591, -1.88325
3.74400, -0.30453, -0.28310, -2.93002, -1.87780
3.74500, -0.30558, -0.28392, -2.92411, -1.87233
3.74600, -0.30663, -0.28474, -2.91818, -1.86685
3.74700, -0.30768, -0.28555, -2.91223, -1.86135
3.74800, -0.30873, -0.28636, -2.90627, -1.85584
3.74900, -0.30978, -0.28717, -2.90028, -1.85031
3.75000, -0.31083, -0.28796, -2.89427, -1.84477
3.75100, -0.31188, -0.28876, -2.88824, -1.83921
3.75200, -0.31293, -0.28954, -2.88219, -1.83364
3.75300, -0.31398, -0.29033, -2.87613, -1.82805
3.75400, -0.31502, -0.29110, -2.87004, -1.82244
3.75500, -0.31607, -0.29188, -2.86393, -1.81683
3.75600, -0.31712, -0.29265, -2.85781, -1.81120
3.75700, -0.31816, -0.29341, -2.85166, -1.80555
3.75800, -0.31921, -0.29416, -2.84550, -1.79989
3.75900, -0.32026, -0.29492, -2.83931, -1.79422
3.76000, -0.32130, -0.29566, -2.83311, -1.78853
3.76100, -0.32234, -0.29641, -2.82689, -1.78283
3.76200, -0.32339, -0.29714, -2.82064, -1.77711
3.76300, -0.32443, -0.29787, -2.81438, -1.77138
3.76400, -0.32547, -0.29860, -2.80810, -1.76564
3.76500, -0.32652, -0.29932, -2.80180, -1.75988
3.76600, -0.32756, -0.30004, -2.79548, -1.75411
3.76700, -0.32860, -0.30075, -2.78913, -1.74833
3.76800, -0.32964, -0.30145, -2.78278, -1.74253
3.76900, -0.33068, -0.30215, -2.77640, -1.73672
3.77000, -0.33172, -0.30285, -2.77000, -1.73090
3.77100, -0.33276, -0.30354, -2.76358, -1.72507
3.77200, -0.33379, -0.30422, -2.75714, -1.71922
3.77300, -0.33483, -0.30490, -2.75069, -1.71336
3.77400, -0.33587, -0.30558, -2.74421, -1.70749
3.77500, -0.33691, -0.30624, -2.73771, -1.70160
3.77600, -0.33794, -0.30691, -2.73120, -1.69570
3.77700, -0.33898, -0.30757, -2.72467, -1.68979
3.77800, -0.34001, -0.30822, -2.71811, -1.68387
3.77900, -0.34104, -0.30887, -2.71154, -1.67793
3.78000, -0.34208, -0.30951, -2.70495, -1.67199
3.78100, -0.34311, -0.31015, -2.69834, -1.66603
3.78200, -0.34414, -0.31078, -2.69171, -1.66006
3.78300, -0.34517, -0.31141, -2.68506, -1.65408
3.78400, -0.34620, -0.31203, -2.67840, -1.64808
3.78500, -0.34723, -0.31264, -2.67171, -1.64208
3.78600, -0.34826, -0.31325, -2.66500, -1.63606
3.78700, -0.34929, -0.31386, -2.65828, -1.63003
3.78800, -0.35032, -0.31446, -2.65153, -1.62400
3.78900, -0.35134, -0.31505, -2.64477, -1.61795
3.79000, -0.35237, -0.31564, -2.63799, -1.61188
3.79100, -0.35340, -0.31623, -2.63119, -1.60581
3.79200, -0.35442, -0.31681, -2.62437, -1.59973
3.79300, -0.35544, -0.31738, -2.61753, -1.59364
3.79400, -0.35647, -0.31795, -2.61067, -1.58753
3.79500, -0.35749, -0.31851, -2.60380, -1.58142
3.79600, -0.35851, -0.31907, -2.59690, -1.57529
3.79700, -0.35953, -0.31962, -2.58999, -1.56916
3.79800, -0.36055, -0.32017, -2.58306, -1.56301
3.79900, -0.36157, -0.32071, -2.57611, -1.55686
3.80000, -0.36259, -0.32124, -2.56914, -1.55069
3.80100, -0.36361, -0.32178, -2.56215, -1.54452
3.80200, -0.36463, -0.32230, -2.55514, -1.53833
3.80300, -0.36564, -0.32282, -2.54811, -1.53214
3.80400, -0.36666, -0.32334, -2.54107, -1.52593
3.80500, -0.36767, -0.32385, -2.53401, -1.51972
3.80600, -0.36868, -0.32435, -2.52692, -1.51349
3.80700, -0.36970, -0.32485, -2.51982, -1.50726
3.80800, -0.37071, -0.32534, -2.51271, -1.50102
3.80900, -0.37172, -0.32583, -2.50557, -1.49477
3.81000, -0.37273, -0.32631, -2.49841, -1.48851
3.81100, -0.37374, -0.32679, -2.49124, -1.48224
3.81200, -0.37475, -0.32726, -2.48405, -1.47596
3.81300, -0.37575, -0.32773, -2.47684, -1.46967
3.81400, -0.37676, -0.32819, -2.46961, -1.46338
3.81500, -0.37776, -0.32865, -2.46236, -1.45708
3.81600, -0.37877, -0.32910, -2.45509, -1.45076
3.81700, -0.37977, -0.32954, -2.44781, -1.44444
3.81800, -0.38077, -0.32999, -2.44051, -1.43811
3.81900, -0.38177, -0.33042, -2.43319, -1.43178
3.82000, -0.38277, -0.33085, -2.42585, -1.42543
3.82100, -0.38377, -0.33127, -2.41849, -1.41908
3.82200, -0.38477, -0.33169, -2.41112, -1.41272
3.82300, -0.38577, -0.33211, -2.40372, -1.40635
3.82400, -0.38676, -0.33252, -2.39631, -1.39997
3.82500, -0.38776, -0.33292, -2.38888, -1.39359
3.82600, -0.38875, -0.33332, -2.38144, -1.38720
3.82700, -0.38975, -0.33371, -2.37397, -1.38080
3.82800, -0.39074, -0.33410, -2.36649, -1.37439
3.82900, -0.39173, -0.33448, -2.35899, -1.36798
3.83000, -0.39272, -0.33486, -2.35147, -1.36156
3.83100, -0.39371, -0.33523, -2.34393, -1.35513
3.83200, -0.39469, -0.33560, -2.33638, -1.34869
3.83300, -0.39568, -0.33596, -2.32881, -1.34225
3.83400, -0.39666, -0.33631, -2.32122, -1.33580
3.83500, -0.39765, -0.33666, -2.31361, -1.32935
3.83600, -0.39863, -0.33701, -2.30598, -1.32289
3.83700, -0.39961, -0.33735, -2.29834, -1.31642
3.83800, -0.40059, -0.33768, -2.29068, -1.30995
3.83900, -0.40157, -0.33801, -2.28300, -1.30346
3.84000, -0.40255, -0.33834, -2.27531, -1.29698
3.84100, -0.40352, -0.33866, -2.26760, -1.29048
3.84200, -0.40450, -0.33897, -2.25987, -1.28399
3.84300, -0.40547, -0.33928, -2.25212, -1.27748
3.84400, -0.40645, -0.33958, -2.24435, -1.27097
3.84500, -0.40742, -0.33988, -2.23657, -1.26445
3.84600, -0.40839, -0.34018, -2.22877, -1.25793
3.84700, -0.40936, -0.34047, -2.22095, -1.25140
3.84800, -0.41032, -0.34075, -2.21312, -1.24487
3.84900, -0.41129, -0.34103, -2.20527, -1.23833
3.85000, -0.41225, -0.34130, -2.19740, -1.23179
3.85100, -0.41322, -0.34157, -2.18951, -1.22524
3.85200, -0.41418, -0.34183, -2.18161, -1.21869
3.85300, -0.41514, -0.34209, -2.17369, -1.21213
3.85400, -0.41610, -0.34234, -2.16576, -1.20556
3.85500, -0.41706, -0.34259, -2.15780, -1.19899
3.85600, -0.41801, -0.34283, -2.14983, -1.19242
3.85700, -0.41897, -0.34307, -2.14184, -1.18584
3.85800, -0.41992, -0.34330, -2.13384, -1.17926
3.85900, -0.42087, -0.34353, -2.12582, -1.17267
3.86000, -0.42182, -0.34375, -2.11778, -1.16608
3.86100, -0.42277, -0.34396, -2.10973, -1.15948
3.86200, -0.42372, -0.34418, -2.10165, -1.15288
3.86300, -0.42466, -0.34438, -2.09357, -1.14628
3.86400, -0.42561, -0.34459, -2.08546, -1.13967
3.86500, -0.42655, -0.34478, -2.07734, -1.13306
3.86600, -0.42749, -0.34497, -2.06920, -1.12644
3.86700, -0.42843, -0.34516, -2.06105, -1.11982
3.86800, -0.42937, -0.34534, -2.05288, -1.11320
3.86900, -0.43030, -0.34552, -2.04469, -1.10657
3.87000, -0.43124, -0.34569, -2.03649, -1.09994
3.87100, -0.43217, -0.34586, -2.02827, -1.09331
3.87200, -0.43310, -0.34602, -2.02003, -1.08667
3.87300, -0.43403, -0.34618, -2.01178, -1.08003
3.87400, -0.43496, -0.34633, -2.00351, -1.07339
3.87500, -0.43589, -0.34648, -1.99522, -1.06674
3.87600, -0.43681, -0.34662, -1.98692, -1.06009
3.87700, -0.43773, -0.34676, -1.97860, -1.05344
3.87800, -0.43865, -0.34689, -1.97027, -1.04678
3.87900, -0.43957, -0.34702, -1.96192, -1.04012
3.88000, -0.44049, -0.34714, -1.95356, -1.03346
3.88100, -0.44141, -0.34726, -1.94518, -1.02680
3.88200, -0.44232, -0.34738, -1.93678, -1.02013
3.88300, -0.44323, -0.34748, -1.92837, -1.01346
3.88400, -0.44414, -0.34759, -1.91994, -1.00679
3.88500, -0.44505, -0.34769, -1.91149, -1.00012
3.88600, -0.44596, -0.34778, -1.90303, -0.99344
3.88700, -0.44686, -0.34787, -1.89456, -0.98677
3.88800, -0.44777, -0.34796, -1.88607, -0.98009
3.88900, -0.44867, -0.34804, -1.87756, -0.97340
3.89000, -0.44957, -0.34811, -1.86904, -0.96672
3.89100, -0.45046, -0.34818, -1.86050, -0.96004
3.89200, -0.45136, -0.34825, -1.85195, -0.95335
3.89300, -0.45225, -0.34831, -1.84338, -0.94666
3.89400, -0.45314, -0.34837, -1.83479, -0.93997
3.89500, -0.45403, -0.34842, -1.82619, -0.93328
3.89600, -0.45492, -0.34847, -1.81758, -0.92659
3.89700, -0.45580, -0.34851, -1.80895, -0.91990
3.89800, -0.45669, -0.34855, -1.80030, -0.91320
3.89900, -0.45757, -0.34858, -1.79164, -0.90651
3.90000, -0.45845, -0.34861, -1.78297, -0.89981
3.90100, -0.45932, -0.34864, -1.77428, -0.89311
3.90200, -0.46020, -0.34866, -1.76557, -0.88641
3.90300, -0.46107, -0.34867, -1.75685, -0.87971
3.90400, -0.46194, -0.34869, -1.74812, -0.87301
3.90500, -0.46281, -0.34869, -1.73937, -0.86631
3.90600, -0.46368, -0.34869, -1.73060, -0.85961
3.90700, -0.46454, -0.34869, -1.72182, -0.85291
3.90800, -0.46540, -0.34869, -1.71303, -0.84621
3.90900, -0.46626, -0.34867, -1.70422, -0.83951
3.91000, -0.46712, -0.34866, -1.69540, -0.83280
3.91100, -0.46798, -0.34864, -1.68656, -0.82610
3.91200, -0.46883, -0.34862, -1.67771, -0.81940
3.91300, -0.46968, -0.34859, -1.66884, -0.81270
3.91400, -0.47053, -0.34855, -1.65996, -0.80599
3.91500, -0.47138, -0.34852, -1.65107, -0.79929
3.91600, -0.47222, -0.34847, -1.64216, -0.79259
3.91700, -0.47306, -0.34843, -1.63323, -0.78589
3.91800, -0.47390, -0.34838, -1.62429, -0.77919
3.91900, -0.47474, -0.34832, -1.61534, -0.77249
3.92000, -0.47557, -0.34827, -1.60637, -0.76579
3.92100, -0.47640, -0.34820, -1.59739, -0.75909
3.92200, -0.47723, -0.34814, -1.58840, -0.75239
3.92300, -0.47806, -0.34806, -1.57939, -0.74569
3.92400, -0.47889, -0.34799, -1.57037, -0.73899
3.92500, -0.47971, -0.34791, -1.56133, -0.73230
3.92600, -0.48053, -0.34782, -1.55228, -0.72560
3.92700, -0.48135, -0.34774, -1.54322, -0.71891
3.92800, -0.48216, -0.34764, -1.53414, -0.71221
3.92900, -0.48297, -0.34755, -1.52505, -0.70552
3.93000, -0.48378, -0.34745, -1.51595, -0.69883
3.93100, -0.48459, -0.34734, -1.50683, -0.69214
3.93200, -0.48540, -0.34724, -1.49770, -0.68546
3.93300, -0.48620, -0.34712, -1.48855, -0.67877
3.93400, -0.48700, -0.34701, -1.47939, -0.67209
3.93500, -0.48779, -0.34689, -1.47022, -0.66540
3.93600, -0.48859, -0.34676, -1.46103, -0.65872
3.93700, -0.48938, -0.34663, -1.45184, -0.65204
3.93800, -0.49017, -0.34650, -1.44262, -0.64537
3.93900, -0.49096, -0.34636, -1.43340, -0.63869
3.94000, -0.49174, -0.34622, -1.42416, -0.63202
3.94100, -0.49252, -0.34608, -1.41491, -0.62535
3.94200, -0.49330, -0.34593, -1.40565, -0.61868
3.94300, -0.49407, -0.34578, -1.39637, -0.61201
3.94400, -0.49485, -0.34563, -1.38708, -0.60535
3.94500, -0.49562, -0.34547, -1.37778, -0.59869
3.94600, -0.49638, -0.34530, -1.36846, -0.59203
3.94700, -0.49715, -0.34514, -1.35913, -0.58537
3.94800, -0.49791, -0.34497, -1.34979, -0.57872
3.94900, -0.49867, -0.34479, -1.34044, -0.57207
3.95000, -0.49943, -0.34461, -1.33107, -0.56542
3.95100, -0.50018, -0.34443, -1.32169, -0.55877
3.95200, -0.50093, -0.34425, -1.31230, -0.55213
3.95300, -0.50168, -0.34406, -1.30290, -0.54549
3.95400, -0.50242, -0.34386, -1.29348, -0.53885
3.95500, -0.50316, -0.34367, -1.28405, -0.53222
3.95600, -0.50390, -0.34347, -1.27461, -0.52559
3.95700, -0.50464, -0.34326, -1.26516, -0.51896
3.95800, -0.50537, -0.34306, -1.25570, -0.51234
3.95900, -0.50610, -0.34284, -1.24622, -0.50572
3.96000, -0.50682, -0.34263, -1.23673, -0.49910
3.96100, -0.50755, -0.34241, -1.22723, -0.49249
3.96200, -0.50827, -0.34219, -1.21772, -0.48588
3.96300, -0.50899, -0.34197, -1.20819, -0.47927
3.96400, -0.50970, -0.34174, -1.19866, -0.47267
3.96500, -0.51041, -0.34151, -1.18911, -0.46607
3.96600, -0.51112, -0.34127, -1.17955, -0.45948
3.96700, -0.51182, -0.34103, -1.16998, -0.45289
3.96800, -0.51253, -0.34079, -1.16039, -0.44630
3.96900, -0.51322, -0.34055, -1.15080, -0.43972
3.97000, -0.51392, -0.34030, -1.14119, -0.43314
3.97100, -0.51461, -0.34004, -1.13158, -0.42657
3.97200, -0.51530, -0.33979, -1.12195, -0.42000
3.97300, -0.51599, -0.33953, -1.11231, -0.41343
3.97400, -0.51667, -0.33927, -1.10266, -0.40687
3.97500, -0.51735, -0.33900, -1.09299, -0.40031
3.97600, -0.51802, -0.33874, -1.08332, -0.39376
3.97700, -0.51870, -0.33846, -1.07363, -0.38721
3.97800, -0.51937, -0.33819, -1.06394, -0.38067
3.97900, -0.52003, -0.33791, -1.05423, -0.37413
3.98000, -0.52070, -0.33763, -1.04451, -0.36760
3.98100, -0.52136, -0.33735, -1.03478, -0.36107
3.98200, -0.52201, -0.33706, -1.02504, -0.35455
3.98300, -0.52266, -0.33677, -1.01529, -0.34803
3.98400, -0.52331, -0.33648, -1.00553, -0.34151
3.98500, -0.52396, -0.33618, -0.99576, -0.33501
3.98600, -0.52460, -0.33588, -0.98598, -0.32850
3.98700, -0.52524, -0.33558, -0.97619, -0.32200
3.98800, -0.52588, -0.33527, -0.96638, -0.31551
3.98900, -0.52651, -0.33496, -0.95657, -0.30902
3.99000, -0.52714, -0.33465, -0.94675, -0.30254
3.99100, -0.52776, -0.33434, -0.93691, -0.29606
3.99200, -0.52838, -0.33402, -0.92707, -0.28959
3.99300, -0.52900, -0.33370, -0.91721, -0.28313
3.99400, -0.52962, -0.33338, -0.90735, -0.27667
3.99500, -0.53023, -0.33305, -0.89747, -0.27021
3.99600, -0.53083, -0.33272, -0.88759, -0.26377
3.99700, -0.53144, -0.33239, -0.87769, -0.25732
3.99800, -0.53204, -0.33206, -0.86779, -0.25089
3.99900, -0.53264, -0.33172, -0.85787, -0.24446
4.00000, -0.53323, -0.33138, -0.84795, -0.23803
4.00100, -0.53382, -0.33104, -0.83801, -0.23161
4.00200, -0.53440, -0.33070, -0.82807, -0.22520
4.00300, -0.53498, -0.33035, -0.81812, -0.21879
4.00400, -0.53556, -0.33000, -0.80815, -0.21239
4.00500, -0.53614, -0.32964, -0.79818, -0.20600
4.00600, -0.53671, -0.32929, -0.78820, -0.19961
4.00700, -0.53727, -0.32893, -0.77821, -0.19323
4.00800, -0.53784, -0.32857, -0.76821, -0.18686
4.00900, -0.53840, -0.32821, -0.75820, -0.18049
4.01000, -0.53895, -0.32784, -0.74818, -0.17413
4.01100, -0.53950, -0.32747, -0.73815, -0.16777
4.01200, -0.54005, -0.32710, -0.72811, -0.16143
4.01300, -0.54060, -0.32673, -0.71806, -0.15508
4.01400, -0.54114, -0.32635, -0.70801, -0.14875
4.01500, -0.54167, -0.32597, -0.69795, -0.14242
4.01600, -0.54220, -0.32559, -0.68787, -0.13610
4.01700, -0.54273, -0.32521, -0.67779, -0.12979
4.01800, -0.54326, -0.32482, -0.66770, -0.12348
4.01900, -0.54378, -0.32444, -0.65760, -0.11718
4.02000, -0.54429, -0.32405, -0.64749, -0.11089
4.02100, -0.54481, -0.32365, -0.63738, -0.10460
4.02200, -0.54532, -0.32326, -0.62725, -0.09832
4.02300, -0.54582, -0.32286, -0.61712, -0.09205
4.02400, -0.54632, -0.32246, -0.60698, -0.08579
4.02500, -0.54682, -0.32206, -0.59683, -0.07953
4.02600, -0.54731, -0.32166, -0.58667, -0.07328
4.02700, -0.54780, -0.32125, -0.57650, -0.06704
4.02800, -0.54828, -0.32084, -0.56633, -0.06081
4.02900, -0.54877, -0.32043, -0.55615, -0.05458
4.03000, -0.54924, -0.32002, -0.54596, -0.04837
4.03100, -0.54971, -0.31960, -0.53576, -0.04215
4.03200, -0.55018, -0.31919, -0.52555, -0.03595
4.03300, -0.55065, -0.31877, -0.51534, -0.02976
4.03400, -0.55111, -0.31835, -0.50511, -0.02357
4.03500, -0.55156, -0.31793, -0.49489, -0.01739
4.03600, -0.55201, -0.31750, -0.48465, -0.01122
4.03700, -0.55246, -0.31707, -0.47440, -0.00505
4.03800, -0.55290, -0.31664, -0.46415, 0.00110
4.03900, -0.55334, -0.31621, -0.45389, 0.00725
4.04000, -0.55378, -0.31578, -0.44363, 0.01339
4.04100, -0.55421, -0.31535, -0.43335, 0.01952
4.04200, -0.55463, -0.31491, -0.42307, 0.02564
4.04300, -0.55506, -0.31447, -0.41278, 0.03176
4.04400, -0.55547, -0.31403, -0.40249, 0.03786
4.04500, -0.55589, -0.31359, -0.39218, 0.04396
4.04600, -0.55630, -0.31314, -0.38187, 0.05005
4.04700, -0.55670, -0.31270, -0.37156, 0.05613
4.04800, -0.55710, -0.31225, -0.36123, 0.06221
4.04900, -0.55750, -0.31180, -0.35090, 0.06827
4.05000, -0.55789, -0.31135, -0.34057, 0.07433
4.05100, -0.55828, -0.31090, -0.33022, 0.08037
4.05200, -0.55866, -0.31044, -0.31987, 0.08641
4.05300, -0.55904, -0.30999, -0.30952, 0.09244
4.05400, -0.55941, -0.30953, -0.29915, 0.09846
4.05500, -0.55978, -0.30907, -0.28878, 0.10447
4.05600, -0.56015, -0.30861, -0.27841, 0.11048
4.05700, -0.56051, -0.30815, -0.26802, 0.11647
4.05800, -0.56086, -0.30768, -0.25764, 0.12246
4.05900, -0.56121, -0.30721, -0.24724, 0.12843
4.06000, -0.56156, -0.30675, -0.23684, 0.13440
4.06100, -0.56190, -0.30628, -0.22643, 0.14036
4.06200, -0.56224, -0.30581, -0.21602, 0.14631
4.06300, -0.56258, -0.30534, -0.20560, 0.15225
4.06400, -0.56291, -0.30486, -0.19518, 0.15818
4.06500, -0.56323, -0.30439, -0.18475, 0.16410
4.06600, -0.56355, -0.30391, -0.17431, 0.17002
4.06700, -0.56387, -0.30343, -0.16387, 0.17592
4.06800, -0.56418, -0.30295, -0.15343, 0.18182
4.06900, -0.56448, -0.30247, -0.14297, 0.18770
4.07000, -0.56478, -0.30199, -0.13252, 0.19358
4.07100, -0.56508, -0.30151, -0.12205, 0.19944
4.07200, -0.56537, -0.30102, -0.11158, 0.20530
4.07300, -0.56566, -0.30054, -0.10111, 0.21115
